"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT06","WT08","WT09"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-02-28","3.8",,"0.0","0.0","0.0","6.2","11.7","2.2","  200","  190","6.7","8.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-03-01","3.9",,"14.5","0.0","0.0","9.4","14.4","5.0","   80","   60","10.3","13.0","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-03-02","13.4",,"54.9","0.0","0.0","4.9","7.2","1.1","  330","  340","22.8","29.5","    1",,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-03-03","12.7",,"0.0","0.0","0.0","4.7","8.9","2.2","  350","  340","17.4","22.8",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-03-04","9.7",,"0.0","0.0","0.0","5.1","7.2","1.1","  360","   20","13.4","17.4",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-03-05","8.7",,"0.0","3.0","0.0","2.6","5.6","0.0","  350","  340","13.0","15.2",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-03-06","4.6",,"0.0","0.0","0.0","2.9","6.1","-1.0","  110","  110","8.1","10.3",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-03-07","8.3",,"25.9","71.0","0.0","2.0","2.8","0.0","  360","  360","16.1","21.0","    1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-03-08","6.8",,"0.0","0.0","30.0","2.4","5.0","0.6","  270","  270","9.8","11.6","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-03-09","8.4",,"0.0","0.0","0.0","2.1","6.7","-1.0","  270","  290","13.4","16.5",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-03-10","7.3",,"0.0","0.0","0.0","2.3","5.6","0.0","  270","  270","10.7","13.4",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-03-11","5.2",,"0.0","0.0","0.0","3.3","7.8","0.0","  300","  320","10.3","12.5",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-03-12","6.0",,"0.8","0.0","0.0","3.1","7.2","-1.0","   60","   60","10.7","13.4",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-03-13","9.0",,"5.3","30.0","30.0","2.1","5.6","0.6","  310","  310","13.9","17.0","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-03-14","10.1",,"0.0","0.0","0.0","1.9","5.6","-0.5","  270","  270","14.3","17.4",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-03-15","8.8",,"0.0","0.0","0.0","3.2","8.9","0.0","  260","  290","12.5","15.7",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-03-16","9.2",,"0.0","0.0","0.0","2.7","5.0","-0.5","  310","  320","14.8","17.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-03-17","7.4",,"0.0","0.0","0.0","2.1","10.0","-2.7","  270","  270","12.5","15.2",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-03-18","5.9",,"0.0","0.0","0.0","2.3","6.7","-2.1","  330","  330","12.5","14.8",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-03-19","3.1",,"0.0","0.0","0.0","3.3","8.3","-1.6","  320","   10","7.2","9.4",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-03-20","5.3",,"0.8","0.0","0.0","1.3","2.8","-1.0","   50","   50","9.8","12.1",,,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-03-21","8.5",,"22.4","213.0","0.0","1.4","3.3","-0.5","   40","   40","14.3","17.9","    1",,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-03-22","7.9",,"0.8","8.0","230.0","2.8","8.9","-0.5","  340","  330","11.2","14.8","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-03-23","5.4",,"0.0","0.0","130.0","4.9","9.4","0.6","  340","  340","10.3","14.3",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-03-24","5.8",,"0.0","0.0","50.0","5.8","10.6","1.7","  330","  330","8.9","11.2",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-03-25","5.9",,"0.0","0.0","0.0","4.5","7.2","0.0","   50","   60","10.3","13.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-03-26","4.0",,"0.0","0.0","0.0","3.1","8.3","-1.6","   50","   60","9.4","11.6",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-03-27","2.8",,"0.0","0.0","0.0","2.3","5.6","-1.0","   70","   70","5.8","7.6",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-03-28","3.3",,"0.8","0.0","0.0","4.8","9.4","2.8","  210","  210","7.2","8.1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-03-29","2.5",,"0.8","0.0","0.0","7.7","9.4","6.7","  100","  100","6.7","8.1","    1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-03-30","6.2",,"2.3","0.0","0.0","9.7","16.7","6.1","  320","  330","10.7","13.9","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-03-31","7.1",,"0.0","0.0","0.0","7.3","11.1","2.8","  190","  190","11.2","14.3",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-04-01","5.7",,"0.0","0.0","0.0","8.9","17.2","5.0","  190","  190","10.7","12.5",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-04-02","4.2",,"8.4","94.0","50.0","3.9","5.6","0.0","   20","  360","8.1","9.8","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-04-03","3.6",,"3.6","0.0","0.0","3.8","5.6","1.1","  110","  130","7.6","8.9","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-04-04","7.8",,"4.3","0.0","0.0","7.7","13.9","4.4","  270","  270","17.0","23.3","    1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-04-05","8.2",,"0.0","0.0","0.0","4.9","7.8","0.6","  270","  300","13.0","17.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-04-06","5.4",,"2.0","0.0","0.0","5.2","11.7","0.0","  190","  190","13.4","15.7","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-04-07","5.8",,"0.0","0.0","0.0","6.6","8.9","2.8","  320","  310","11.2","13.4",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-04-08","7.9",,"0.0","0.0","0.0","3.6","7.8","0.0","  300","  290","13.0","17.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-04-09","5.6",,"0.0","0.0","0.0","2.7","7.2","-1.0","  180","  190","9.8","11.6",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-04-10","4.7",,"0.3","0.0","0.0","5.4","10.6","2.8","  330","  300","8.9","12.5","    1",,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-04-11","4.6",,"0.0","0.0","0.0","5.6","9.4","-0.5","  180","  180","9.4","10.3",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-04-12","6.2",,"0.0","0.0","0.0","7.9","12.2","4.4","  190","  190","13.9","17.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-04-13","5.7",,"0.0","0.0","0.0","13.6","21.1","8.9","  190","  170","9.4","11.2",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-04-14","5.5",,"0.0","0.0","0.0","12.9","19.4","7.2","   80","   90","14.3","18.3","    1",,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-04-15","9.1",,"6.4","0.0","0.0","6.2","7.2","3.3","   70","   60","12.5","16.1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-04-16","10.8",,"38.9","0.0","0.0","8.2","13.9","4.4","  120","  120","18.3","22.4","    1",,"    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-04-17","8.0",,"0.0","0.0","0.0","7.3","8.9","3.9","  270","  290","11.6","14.8",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-04-18","6.7",,"0.0","0.0","0.0","6.4","11.7","2.8","  230","  260","10.3","12.5",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-04-19","6.3",,"3.8","0.0","0.0","7.2","8.9","3.3","  310","  300","13.0","16.5","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-04-20","8.4",,"0.0","0.0","0.0","6.1","11.1","2.2","  320","  310","12.5","15.2",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-04-21","5.2",,"0.0","0.0","0.0","8.2","16.1","3.3","  190","  200","10.3","12.5",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-04-22","4.7",,"0.0","0.0","0.0","10.6","16.1","5.0","  190","  190","10.3","12.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-04-23","3.7",,"0.0","0.0","0.0","9.8","16.1","3.9","  130","  130","8.1","9.4",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-04-24","5.5",,"0.0","0.0","0.0","10.4","16.7","5.0","  140","  140","10.3","12.5","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-04-25","5.2",,"8.6","0.0","0.0","12.2","13.9","10.6","  100","  100","11.2","15.2","    1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-04-26","5.6",,"1.0","0.0","0.0","14.6","20.0","10.6","  310","  320","10.3","13.0","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-04-27","3.8",,"3.0","0.0","0.0","12.4","13.3","8.9","   90","  100","9.8","12.5","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-04-28","4.3",,"0.3","0.0","0.0","10.9","15.6","7.2","  300","  300","8.9","10.3","    1","    1",,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-04-29","6.6",,"3.3","0.0","0.0","12.4","15.0","8.3","  320","  320","11.6","14.3","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-04-30","7.2",,"0.0","0.0","0.0","9.4","11.7","7.8","  330","  320","14.3","17.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-05-01","4.7",,"0.0","0.0","0.0","14.3","24.4","8.3","  320","  320","9.8","12.5",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-05-02","5.1",,"0.0","0.0","0.0","19.3","28.3","11.7","  230","  250","9.4","12.5",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-05-03","5.1",,"0.0","0.0","0.0","21.0","28.9","15.0","  320","  320","9.8","12.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-05-04","5.6",,"0.0","0.0","0.0","19.8","25.6","14.4","  190","  280","12.5","15.7","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-05-05","6.4",,"0.0","0.0","0.0","19.1","24.4","13.3","  330","  330","11.6","15.2",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-05-06","3.3",,"0.0","0.0","0.0","15.4","18.9","13.3","   30","   50","8.1","9.8",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-05-07","3.8",,"0.0","0.0","0.0","16.3","22.8","11.1","  140","  140","7.2","8.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-05-08","3.0",,"0.0","0.0","0.0","14.7","19.4","10.0","  140",,"6.7",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-05-09","2.9",,"0.0","0.0","0.0","13.4","17.2","9.4","  150",,"6.3",,"    1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-05-10","3.7",,"0.3","0.0","0.0","13.1","16.7","11.7","  180","  170","10.3","13.0","    1","    1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-05-11","5.1",,"0.0","0.0","0.0","18.1","23.3","14.4","  330","  330","8.1","12.5",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-05-12","3.6",,"6.4","0.0","0.0","15.3","18.3","11.1","  120","  130","7.2","8.1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-05-13","3.6",,"4.1","0.0","0.0","11.6","12.2","10.6","  100","  100","7.6","9.8","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-05-14","3.2",,"3.0","0.0","0.0","12.8","17.8","10.6","  170","  170","6.7","8.1","    1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-05-15","4.9",,"11.2","0.0","0.0","17.2","24.4","13.3","  290","  290","19.7","24.6","    1","    1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-05-16","4.5",,"8.4","0.0","0.0","16.9","18.3","13.3","   90","  100","9.8","13.0","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-05-17","2.4",,"18.3","0.0","0.0","15.1","19.4","12.8","   30","   30","6.3","7.2","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-05-18","5.4",,"0.0","0.0","0.0","16.3","17.8","12.8","   60","   60","10.7","14.8","    1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-05-19","4.0",,"19.1","0.0","0.0","12.1","13.9","10.0","   80","   90","9.4","11.6","    1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-05-20","5.8",,"0.0","0.0","0.0","19.4","28.3","13.9","  340","  320","10.3","14.3","    1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-05-21","4.3",,"0.0","0.0","0.0","19.5","22.8","13.9","  360","  360","8.9","10.7",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-05-22","2.5",,"4.3","0.0","0.0","15.6","18.3","13.3","  170","  170","6.3","7.2","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-05-23","3.9",,"5.1","0.0","0.0","18.7","27.8","13.9","  340","  310","8.1","10.7","    1",,"    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-05-24","5.1",,"0.0","0.0","0.0","23.1","27.8","16.1","  190","  190","10.3","13.0",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-05-25","5.7",,"0.0","0.0","0.0","20.4","27.8","15.6","  230","  240","9.4","11.2",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-05-26","3.8",,"0.0","0.0","0.0","22.7","27.2","19.4","  190","  190","8.9","10.3",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-05-27","6.0",,"22.6","0.0","0.0","18.4","21.7","12.8","   50","   60","11.6","14.3","    1",,"    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-05-28","3.4",,"0.0","0.0","0.0","14.0","17.2","12.2","  170","  180","6.7","8.5",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-05-29","3.6",,"0.0","0.0","0.0","19.3","26.1","15.6","  190","  190","6.7","7.6",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-05-30","3.6",,"0.0","0.0","0.0","17.9","20.6","13.9","  130","  120","7.6","9.4","    1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-05-31","3.0",,"0.8","0.0","0.0","17.3","19.4","15.6","  140","  110","6.3","7.6","    1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-06-01","2.1",,"30.0","0.0","0.0","19.2","23.9","17.2","  160","  160","4.5","5.8","    1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-06-02","4.5",,"0.0","0.0","0.0","23.8","30.0","17.8","   90","   80","10.3","13.0","    1",,"    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-06-03","7.1",,"2.8","0.0","0.0","17.1","17.8","10.6","  100","  100","11.2","14.3","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-06-04","3.8",,"15.5","0.0","0.0","13.9","21.7","10.6","   10","   20","7.6","10.7","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-06-05","4.4",,"0.0","0.0","0.0","17.9","24.4","11.7","  270","  260","9.4","12.5","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-06-06","3.9",,"0.0","0.0","0.0","17.2","21.7","13.3","   30","   30","7.2","8.9",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-06-07","4.0",,"0.0","0.0","0.0","15.8","18.9","14.4","  150","  150","7.6","8.5",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-06-08","4.2",,"0.0","0.0","0.0","18.3","23.3","14.4","  190","  180","8.1","9.8",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-06-09","2.9",,"0.0","0.0","0.0","21.6","26.1","18.3","  140","   10","5.8","8.1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-06-10","2.7",,"0.5","0.0","0.0","20.0","22.2","13.9","   60","   30","6.3","7.6",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-06-11","3.6",,"0.5","0.0","0.0","16.8","20.6","13.3","  110","  130","8.1","9.8",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-06-12","4.7",,"0.0","0.0","0.0","16.3","20.6","11.1","  180","  180","10.3","12.5",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-06-13","5.0",,"1.0","0.0","0.0","18.4","22.8","16.7","  230","  220","8.9","11.6","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-06-14","7.7",,"0.0","0.0","0.0","24.3","29.4","20.0","  270","  250","11.2","15.7",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-06-15","5.5",,"0.0","0.0","0.0","21.9","25.0","16.1","  310","  310","11.2","14.3",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-06-16","4.5",,"0.0","0.0","0.0","21.4","27.8","15.6","  200","  200","9.4","10.7",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-06-17","3.8",,"0.0","0.0","0.0","23.4","30.6","17.2","  180","  180","7.2","9.4",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-06-18","6.2",,"10.9","0.0","0.0","22.6","26.7","19.4","  250","  260","15.7","19.7","    1",,"    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-06-19","4.5",,"0.5","0.0","0.0","26.4","31.7","22.2","  270","  270","10.3","12.1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-06-20","3.8",,"0.3","0.0","0.0","22.8","25.6","19.4","  180","  180","8.1","9.8","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-06-21","3.5",,"7.1","0.0","0.0","22.1","27.8","18.9","   20","   10","7.2","9.4","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-06-22","5.0",,"1.0","0.0","0.0","20.2","21.7","17.2","  120","  130","9.4","11.2","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-06-23","3.6",,"0.0","0.0","0.0","18.2","19.4","17.2","   50","   90","7.2","9.8",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-06-24","4.3",,"4.3","0.0","0.0","20.6","25.0","18.3","   20","  190","9.4","11.2","    1",,"    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-06-25","5.1",,"0.0","0.0","0.0","23.7","27.8","18.3","  330","  330","11.2","15.2",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-06-26","5.2",,"0.0","0.0","0.0","20.2","22.8","16.1","  180","  190","8.1","10.7",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-06-27","5.6",,"0.5","0.0","0.0","20.3","22.8","17.2","  180","  150","9.4","11.6","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-06-28","5.0",,"23.6","0.0","0.0","22.4","26.7","21.1","  170","  170","10.7","13.9","    1",,"    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-06-29","4.0",,"0.0","0.0","0.0","25.4","32.8","21.1","  230","  290","8.1","10.3",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2018-06-30","3.1",,"0.0","0.0","0.0","27.7","31.1","21.1","  190","  190","6.7","8.1",,,,,,,
